n,k,output,accuracy,f1score
47,2,oxidizer,0.9307692307692308,0.9052631578947369
47,2,compressed_gas,0.9307692307692308,0.9108910891089109
47,2,explosive,0.9769230769230769,0.9523809523809523
47,3,oxidizer,0.9615384615384616,0.9333333333333333
47,3,compressed_gas,0.9230769230769231,0.868421052631579
47,3,explosive,0.9846153846153847,0.9807692307692307
48,1,oxidizer,0.9538461538461539,0.9230769230769231
48,1,compressed_gas,0.9307692307692308,0.898876404494382
48,1,explosive,0.9692307692307692,0.9555555555555556
48,2,oxidizer,0.9461538461538461,0.9333333333333333
48,2,compressed_gas,0.9384615384615385,0.9069767441860465
48,2,explosive,0.9846153846153847,0.9705882352941176
48,3,oxidizer,0.9076923076923077,0.8285714285714286
48,3,compressed_gas,0.9076923076923077,0.8666666666666667
48,3,explosive,0.9615384615384616,0.9484536082474226
49,1,oxidizer,0.9538461538461539,0.9166666666666666
49,1,compressed_gas,0.9384615384615385,0.9230769230769231
49,1,explosive,0.9769230769230769,0.9647058823529412
49,2,oxidizer,0.9692307692307692,0.9574468085106383
49,2,compressed_gas,0.9461538461538461,0.9176470588235294
49,2,explosive,0.9538461538461539,0.9210526315789473
49,3,oxidizer,0.9230769230769231,0.8888888888888888
49,3,compressed_gas,0.9230769230769231,0.868421052631579
49,3,explosive,0.9692307692307692,0.9565217391304348
50,1,oxidizer,0.9307692307692308,0.9072164948453608
50,1,compressed_gas,0.9230769230769231,0.8648648648648649
50,1,explosive,0.9384615384615385,0.9090909090909091
50,2,oxidizer,0.9230769230769231,0.8809523809523809
50,2,compressed_gas,0.9307692307692308,0.9072164948453608
50,2,explosive,0.9923076923076923,0.987012987012987
50,3,oxidizer,0.9461538461538461,0.9066666666666666
50,3,compressed_gas,0.9384615384615385,0.9130434782608695
50,3,explosive,0.9692307692307692,0.9555555555555556
