n,k,output,accuracy,f1score
25,1,corrosive,0.9966251054654542,0.9913419913419913
25,1,environmental_hazard,0.9991562763663635,0.9979238754325259
25,1,acute_toxic,1.0,1.0
25,1,health_hazard,1.0,1.0
25,1,flammable,0.9973750820286866,0.9933680720037896
25,2,corrosive,0.9969063466766663,0.9922553391222718
25,2,environmental_hazard,0.9993437705071716,0.9983548766157462
25,2,acute_toxic,1.0,1.0
25,2,health_hazard,1.0,1.0
25,2,flammable,0.9972813349582825,0.9931844888366628
25,3,corrosive,0.9963435214700919,0.9908857209628418
25,3,environmental_hazard,0.9992499531220701,0.998088867654085
25,3,acute_toxic,1.0,1.0
25,3,health_hazard,1.0,1.0
25,3,flammable,0.996812300768798,0.9920037629350894
26,1,corrosive,0.996343864254242,0.9908771929824561
26,1,environmental_hazard,0.9994375175775757,0.9985734664764622
26,1,acute_toxic,1.0,1.0
26,1,health_hazard,1.0,1.0
26,1,flammable,0.9965313583950501,0.9912051342999763
26,2,corrosive,0.9965313583950501,0.9912051342999763
26,2,environmental_hazard,0.9984062998031311,0.9960326721120186
26,2,acute_toxic,1.0,1.0
26,2,health_hazard,1.0,1.0
26,2,flammable,0.9975625761694947,0.9938534278959811
26,3,corrosive,0.995968498031127,0.9897740784780024
26,3,environmental_hazard,0.9988749296831052,0.9971936389148737
26,3,acute_toxic,1.0,1.0
26,3,health_hazard,1.0,1.0
26,3,flammable,0.9964372773298331,0.9911339244050397
27,1,corrosive,0.9966251054654542,0.9915730337078652
27,1,environmental_hazard,0.9986875410143433,0.996641074856046
27,1,acute_toxic,1.0,1.0
27,1,health_hazard,1.0,1.0
27,1,flammable,0.9971875878878785,0.9929111531190926
27,2,corrosive,0.9970938408174744,0.9927823050058208
27,2,environmental_hazard,0.9993437705071716,0.9983517777254532
27,2,acute_toxic,1.0,1.0
27,2,health_hazard,1.0,1.0
27,2,flammable,0.9966251054654542,0.9916743755781684
27,3,corrosive,0.9984061503843991,0.9959046013008913
27,3,environmental_hazard,0.9986874179636227,0.9967845659163987
27,3,acute_toxic,1.0,1.0
27,3,health_hazard,1.0,1.0
27,3,flammable,0.997187324207763,0.9928092042186002
28,1,corrosive,0.996250117183838,0.9906933457422057
28,1,environmental_hazard,0.9992500234367676,0.9980629539951574
28,1,acute_toxic,1.0,1.0
28,1,health_hazard,1.0,1.0
28,1,flammable,0.9976563232398987,0.9940856399337592
28,2,corrosive,0.9969063466766663,0.9923273657289002
