k,n,output,accuracy,f1score
2,17,Oxidizer,0.9987307631286689,0.37254901960784315
2,17,nan,0.8362089481199428,0.5028592066453982
3,17,Acute Toxic,0.9585316515944788,0.5965656955431218
3,17,Compressed Gas,0.9991472314770744,0.49411764705882355
3,17,Corrosive,0.9616055846422339,0.8440470436603834
3,17,Environmental Hazard,0.9426265270506108,0.39133179044813804
3,17,Explosive,0.9992463906076472,0.09523809523809523
3,17,Flammable,0.9725130890052356,0.6126327557294577
3,17,Health Hazard,0.9550412501983183,0.5368743615934627
3,17,Irritant,0.7665000793273045,0.8400184792651775
3,17,Oxidizer,0.9985919403458671,0.20224719101123595
3,17,nan,0.8355941615103919,0.5021021021021022
1,18,Acute Toxic,0.9588894397620228,0.6001928640308583
1,18,Compressed Gas,0.9990282597917699,0.5420560747663551
1,18,Corrosive,0.9596628656420426,0.834499593165175
1,18,Environmental Hazard,0.9433614278631631,0.39823008849557523
1,18,Explosive,0.9991869112543381,0.08888888888888889
1,18,Flammable,0.9739811601388201,0.6333147009502516
1,18,Health Hazard,0.955379276152702,0.5439805431698419
1,18,Irritant,0.7678730788299455,0.8410920593545934
1,18,Oxidizer,0.9986117997025286,0.3137254901960784
1,18,nan,0.8329003470500743,0.4922261058213812
2,18,Acute Toxic,0.9578573695065842,0.6003385367688546
2,18,Compressed Gas,0.9990679041726163,0.584070796460177
2,18,Corrosive,0.9599198794224972,0.8368977483657494
2,18,Environmental Hazard,0.944907187053784,0.40129310344827585
2,18,Explosive,0.9991472314770744,0.12244897959183673
2,18,Flammable,0.973940980485483,0.6267045454545455
2,18,Health Hazard,0.9562509915913058,0.5501631321370309
2,18,Irritant,0.7714183722037126,0.8439057421451788
2,18,Oxidizer,0.9988497540853561,0.32558139534883723
2,18,nan,0.8392630493415834,0.508340915984228
3,18,Acute Toxic,0.959662065683008,0.5994486018117369
3,18,Compressed Gas,0.9992463906076472,0.525
3,18,Corrosive,0.9607131524670792,0.841355009209578
3,18,Environmental Hazard,0.9426265270506108,0.3892759130251214
3,18,Explosive,0.9991075678248453,0.08163265306122448
3,18,Flammable,0.9728502300491829,0.6219276442971555
3,18,Health Hazard,0.9579763604632715,0.5595510288921223
3,18,Irritant,0.7677296525464065,0.8412147505422993
3,18,Oxidizer,0.9985919403458671,0.26804123711340205
3,18,nan,0.8340671108995716,0.4961156278229449
1,19,Acute Toxic,0.9582151710461081,0.5936354869816779
1,19,Compressed Gas,0.999008428358949,0.576271186440678
1,19,Corrosive,0.9593058998512642,0.8321884200196271
1,19,Environmental Hazard,0.9431432821021318,0.38330823833082384
1,19,Explosive,0.999087754090233,0.08
1,19,Flammable,0.9731680713931582,0.6298221614227086
1,19,Health Hazard,0.9564898363906792,0.552610114192496
1,19,Irritant,0.7672384729796727,0.8407527509056619
1,19,Oxidizer,0.9988299454635597,0.3218390804597701
1,19,nan,0.8342092216162618,0.49455864570737607
2,19,Acute Toxic,0.9592852609868316,0.599883063730267
2,19,Compressed Gas,0.9991868951293035,0.5684210526315789
2,19,Corrosive,0.9603165159447882,0.841705561268887
2,19,Environmental Hazard,0.9432016500079328,0.3970526315789474
2,19,Explosive,0.9990084086942725,0.038461538461538464
2,19,Flammable,0.972493257179121,0.6024648896531958
2,19,Health Hazard,0.9556163731556402,0.547146904087414
2,19,Irritant,0.7669958749801682,0.8405942609049589
2,19,Oxidizer,0.9986316039980961,0.3300970873786408
2,19,nan,0.8348207202919244,0.4973749321103132
3,19,Acute Toxic,0.9584721561161351,0.6009908536585366
3,19,Compressed Gas,0.9991075678248453,0.5454545454545454
3,19,Corrosive,0.9623591940345867,0.8477214377406932
3,19,Environmental Hazard,0.9431619863557036,0.38418564675547917
3,19,Explosive,0.9993455497382199,0.10810810810810811
3,19,Flammable,0.9738418213549104,0.6324881582613542
3,19,Health Hazard,0.9572425828970331,0.5453395191902151
3,19,Irritant,0.7686617483737903,0.8419869146471967
3,19,Oxidizer,0.9985721085197525,0.21739130434782608
3,19,nan,0.8375376804696176,0.5048954430073734
1,20,Acute Toxic,0.9578978681209718,0.5961575042800076
1,20,Compressed Gas,0.9987902825979177,0.39603960396039606
1,20,Corrosive,0.9610708973723352,0.8428971588635454
1,20,Environmental Hazard,0.943242439266237,0.3946700507614213
1,20,Explosive,0.9991472483886961,0.0851063829787234
1,20,Flammable,0.9743579573624195,0.6344359626802375
1,20,Health Hazard,0.9559940505701537,0.5389569914814045
1,20,Irritant,0.7690431333663857,0.8423361221671676
1,20,Oxidizer,0.9987307882994546,0.41818181818181815
1,20,nan,0.8364105106593951,0.49948425459620166
2,20,Acute Toxic,0.9607726479454228,0.6154743390357699
2,20,Compressed Gas,0.9991472314770744,0.4819277108433735
2,20,Corrosive,0.9616055846422339,0.8421653350725583
2,20,Environmental Hazard,0.9425471997461526,0.38817317845828936
2,20,Explosive,0.9989489132159289,0.03636363636363636
2,20,Flammable,0.9738219895287958,0.639344262295082
2,20,Health Hazard,0.9557750277645566,0.5469321414059325
2,20,Irritant,0.766738061240679,0.8403203909856095
2,20,Oxidizer,0.998770426780898,0.3404255319148936
2,20,nan,0.8332936696811042,0.49404117009750814
3,20,Acute Toxic,0.9582540060288751,0.5972833365219055
3,20,Compressed Gas,0.9990282405203871,0.5504587155963303
3,20,Corrosive,0.9605743296842774,0.8396774193548387
3,20,Environmental Hazard,0.9437767729652546,0.38248747549553475
3,20,Explosive,0.9992860542598763,0.0
3,20,Flammable,0.9735245121370776,0.6280300919476177
3,20,Health Hazard,0.955755195938442,0.5376165803108808
3,20,Irritant,0.7662224337617007,0.8401757145181409
3,20,Oxidizer,0.9986316039980961,0.20689655172413793
3,20,nan,0.8334126606377915,0.4951923076923077
1,21,Acute Toxic,0.9598810114030739,0.6058834989285018
1,21,Compressed Gas,0.9992265741199802,0.6060606060606061
1,21,Corrosive,0.961804660386713,0.8450273575796589
1,21,Environmental Hazard,0.9431036192364899,0.386047506954847
1,21,Explosive,0.9992662369856222,0.0975609756097561
1,21,Flammable,0.9746752602875558,0.6308181555362822
1,21,Health Hazard,0.9575409023301934,0.5531204341473597
1,21,Irritant,0.7680912245909767,0.8414888714181148
1,21,Oxidizer,0.9988696083292018,0.37362637362637363
1,21,nan,0.8368269707486365,0.5060038424591738
2,21,Acute Toxic,0.9590274472473426,0.5985231247570929
2,21,Compressed Gas,0.9988695859114707,0.4672897196261682
2,21,Corrosive,0.961427098207203,0.842344167950069
2,21,Environmental Hazard,0.9448278597493257,0.4012053379250969
2,21,Explosive,0.9990282405203871,0.07547169811320754
2,21,Flammable,0.9728700618752975,0.6262295081967213
2,21,Health Hazard,0.9568657782008567,0.5429712124395881
2,21,Irritant,0.7679081389814374,0.8417294402445127
2,21,Oxidizer,0.9989092495636999,0.367816091954023
2,21,nan,0.8337696335078534,0.49578922040423484
3,21,Acute Toxic,0.9580358559416151,0.600151171579743
3,21,Compressed Gas,0.9991472314770744,0.5473684210526316
3,21,Corrosive,0.9598207202919244,0.8367445608380338
3,21,Environmental Hazard,0.942705854355069,0.39268446499894893
3,21,Explosive,0.9991075678248453,0.08163265306122448
3,21,Flammable,0.9734055211803903,0.6304767153485809
3,21,Health Hazard,0.955140409328891,0.5461476725521669
3,21,Irritant,0.7674718388069174,0.8408896608812474
3,21,Oxidizer,0.9983539584324924,0.22429906542056074
3,21,nan,0.8368832302078375,0.5005768413382718
1,22,Acute Toxic,0.960059494298463,0.6123941493456505
1,22,Compressed Gas,0.9989489340604859,0.49523809523809526
1,22,Corrosive,0.9599603371343579,0.8365579211527564
1,22,Environmental Hazard,0.9438968765493307,0.39252737814043376
1,22,Explosive,0.999127416955875,0.15384615384615385
1,22,Flammable,0.9738621715418939,0.6303982052720135
1,22,Health Hazard,0.9561725334655429,0.5535353535353535
1,22,Irritant,0.7681903817550818,0.8415115317343024
1,22,Oxidizer,0.9986117997025286,0.2708333333333333
1,22,nan,0.8355775904809123,0.49894240647851573
2,22,Acute Toxic,0.9587299698556243,0.5997307174456626
2,22,Compressed Gas,0.9992662224337617,0.6262626262626263
2,22,Corrosive,0.9608123115976519,0.841080907189963
2,22,Environmental Hazard,0.9437371093130256,0.3923752409509531
2,22,Explosive,0.9992463906076472,0.13636363636363635
2,22,Flammable,0.9738616531810249,0.6377130291368884
2,22,Health Hazard,0.9566079644613676,0.5456810631229236
2,22,Irritant,0.7678486435030938,0.8409899752777853
2,22,Oxidizer,0.9988497540853561,0.2926829268292683
2,22,nan,0.8335713152467079,0.4996422609110422
3,22,Acute Toxic,0.9588489608123116,0.6005774783445621
3,22,Compressed Gas,0.9990084086942725,0.5098039215686274
3,22,Corrosive,0.9613676027288592,0.8423948220064725
3,22,Environmental Hazard,0.9425868633983817,0.39725171767645223
3,22,Explosive,0.9991472314770744,0.0851063829787234
3,22,Flammable,0.973286530223703,0.617655407323304
3,22,Health Hazard,0.9567071235919403,0.5424439320897086
3,22,Irritant,0.7698318261145486,0.8428180611609198
3,22,Oxidizer,0.9987109313025544,0.3925233644859813
3,22,nan,0.8379739806441378,0.5046082949308756
1,23,Acute Toxic,0.9587704511650966,0.5977945443993036
1,23,Compressed Gas,0.9989291026276649,0.5178571428571429
1,23,Corrosive,0.960019831432821,0.8390033540967896
1,23,Environmental Hazard,0.9417749132374814,0.38422818791946306
1,23,Explosive,0.999107585523054,0.08163265306122448
1,23,Flammable,0.9735845314823997,0.6245772266065389
1,23,Health Hazard,0.9559345562716907,0.548006509357201
1,23,Irritant,0.7653743182944968,0.839455579227335
1,23,Oxidizer,0.9988497768963808,0.3409090909090909
1,23,nan,0.8356767476450173,0.49714771210098313
2,23,Acute Toxic,0.9592852609868316,0.6023629672670928
2,23,Compressed Gas,0.9990679041726163,0.5523809523809524
2,23,Corrosive,0.9620418848167539,0.8444155421882621
2,23,Environmental Hazard,0.943717277486911,0.3938487825715506
2,23,Explosive,0.9990877359987308,0.0
2,23,Flammable,0.9734055211803903,0.6308835672997523
2,23,Health Hazard,0.9562509915913058,0.5388795986622074
2,23,Irritant,0.7684634301126447,0.8421422680133588
2,23,Oxidizer,0.9985919403458671,0.25263157894736843
2,23,nan,0.8367444074250358,0.4994527544691718
3,23,Acute Toxic,0.958392828811677,0.5988527724665392
3,23,Compressed Gas,0.9992463906076472,0.5681818181818182
3,23,Corrosive,0.9609709662065683,0.8408282109349725
3,23,Environmental Hazard,0.9452443280977313,0.3986059681986495
3,23,Explosive,0.9991868951293035,0.16326530612244897
3,23,Flammable,0.9740004759638268,0.6316381005900534
3,23,Health Hazard,0.9573020783753768,0.5559909259641164
3,23,Irritant,0.7672338568935427,0.8408002712783994
3,23,Oxidizer,0.9985721085197525,0.3076923076923077
3,23,nan,0.8346025702046644,0.49771139484461574
1,24,Acute Toxic,0.9584531482399603,0.5962613220273656
1,24,Compressed Gas,0.9992067426871591,0.5833333333333334
1,24,Corrosive,0.9602379771938523,0.8392012190231775
1,24,Environmental Hazard,0.9442736737729301,0.401618398637138
1,24,Explosive,0.9992662369856222,0.13953488372093023
1,24,Flammable,0.973921665840357,0.6248216833095578
1,24,Health Hazard,0.9569459593455627,0.5595455467640496
1,24,Irritant,0.7661675756073376,0.8398897383322244
1,24,Oxidizer,0.9983539910758552,0.1941747572815534
1,24,nan,0.8340505701536935,0.4974777804467932
2,24,Acute Toxic,0.9590274472473426,0.6019267822736031
2,24,Compressed Gas,0.998988576868158,0.45161290322580644
2,24,Corrosive,0.9623195303823576,0.8453020680670901
2,24,Environmental Hazard,0.9424282087894653,0.3840441332484617
2,24,Explosive,0.9991670633031889,0.08695652173913043
2,24,Flammable,0.9738219895287958,0.6215596330275229
2,24,Health Hazard,0.9553783912422655,0.5335820895522388
2,24,Irritant,0.76713469776297,0.8404402772115777
2,24,Oxidizer,0.9989687450420435,0.4222222222222222
2,24,nan,0.8347017293352372,0.4997299081687774
3,24,Acute Toxic,0.9577185467237823,0.58359375
3,24,Compressed Gas,0.9990084086942725,0.5283018867924528
3,24,Corrosive,0.9608123115976519,0.8414634146341463
3,24,Environmental Hazard,0.9432413136601618,0.3861003861003861
3,24,Explosive,0.9990679041726163,0.11320754716981132
3,24,Flammable,0.9733856893542757,0.6394411606663084
3,24,Health Hazard,0.9569649373314295,0.5477282200917049
3,24,Irritant,0.7689393939393939,0.8424326846354625
3,24,Oxidizer,0.9988299222592416,0.37894736842105264
3,24,nan,0.8361692844677138,0.4971696390528943
1,25,Acute Toxic,0.9584531482399603,0.5978114801305433
1,25,Compressed Gas,0.9987506197322756,0.46153846153846156
1,25,Corrosive,0.9599603371343579,0.8390080535842437
1,25,Environmental Hazard,0.9443133366385721,0.38636363636363635
1,25,Explosive,0.999067922657412,0.0784313725490196
1,25,Flammable,0.9736638572136836,0.6282194848824189
1,25,Health Hazard,0.9561923648983639,0.5326845779564205
1,25,Irritant,0.768428358948934,0.8416957010967558
1,25,Oxidizer,0.9986911254338126,0.25
1,25,nan,0.8364700049578582,0.5007870202203657
2,25,Acute Toxic,0.9607329842931938,0.6146360451537564
2,25,Compressed Gas,0.9992662224337617,0.5316455696202531
2,25,Corrosive,0.963092971600825,0.8489570651732814
2,25,Environmental Hazard,0.9432413136601618,0.3923566878980892
2,25,Explosive,0.9992265587815327,0.13333333333333333
2,25,Flammable,0.9737029985721085,0.6256352343308865
2,25,Health Hazard,0.9564691416785658,0.5508491917331696
2,25,Irritant,0.7700896398540378,0.8430812544836828
2,25,Oxidizer,0.9989687450420435,0.3333333333333333
2,25,nan,0.8352966841186736,0.4965751348730072
3,25,Acute Toxic,0.9577185467237823,0.5928189457601223
3,25,Compressed Gas,0.999206726955418,0.6
3,25,Corrosive,0.9603165159447882,0.837910085054678
3,25,Environmental Hazard,0.9423488814850072,0.3860612460401267
3,25,Explosive,0.9991670633031889,0.08695652173913043
3,25,Flammable,0.974516103442805,0.6431546792557623
3,25,Health Hazard,0.9557750277645566,0.5484001620089105
3,25,Irritant,0.7664405838489609,0.8399711929123694
3,25,Oxidizer,0.9983737902586071,0.3050847457627119
3,25,nan,0.8339282881167698,0.4966338062034143
1,26,Acute Toxic,0.9586911254338126,0.5971765615935022
1,26,Compressed Gas,0.998988596926128,0.5233644859813084
1,26,Corrosive,0.9615666831928606,0.8437348814707305
1,26,Environmental Hazard,0.9441150223103619,0.3942390369733448
1,26,Explosive,0.9993058998512643,0.14634146341463414
1,26,Flammable,0.9735845314823997,0.6283482142857143
1,26,Health Hazard,0.9577788795240456,0.5703329969727547
1,26,Irritant,0.7654734754586019,0.8395038271537919
1,26,Oxidizer,0.9986911254338126,0.2826086956521739
1,26,nan,0.8348834903321765,0.49801037019172795
2,26,Acute Toxic,0.9583729969855624,0.5917136743824158
2,26,Compressed Gas,0.9991868951293035,0.594059405940594
2,26,Corrosive,0.960851975249881,0.8419535628502802
2,26,Environmental Hazard,0.9437767729652546,0.4002538607996615
2,26,Explosive,0.9989092495636999,0.06779661016949153
2,26,Flammable,0.9736435030937649,0.6168924762179302
2,26,Health Hazard,0.9563303188957639,0.5399080651901379
2,26,Irritant,0.7671545295890846,0.8407157683385112
2,26,Oxidizer,0.9988100904331271,0.3023255813953488
2,26,nan,0.8337894653339679,0.49435897435897436
3,26,Acute Toxic,0.9593249246390607,0.609556443936798
3,26,Compressed Gas,0.9990084086942725,0.45652173913043476
3,26,Corrosive,0.9605544978581628,0.8387776606954689
3,26,Environmental Hazard,0.9426860225289545,0.3892645815722739
3,26,Explosive,0.9991868951293035,0.046511627906976744
3,26,Flammable,0.9740996350943995,0.6388274336283186
3,26,Health Hazard,0.9563104870696494,0.5405630865484881
3,26,Irritant,0.7708630810725051,0.843454461696881
3,26,Oxidizer,0.9985324448675233,0.3148148148148148
3,26,nan,0.836903062033952,0.5023599177054339
1,27,Acute Toxic,0.9579573624194349,0.6012039127163281
1,27,Compressed Gas,0.9991869112543381,0.6019417475728155
1,27,Corrosive,0.9613683688646505,0.842801807617818
1,27,Environmental Hazard,0.9436985622211205,0.40469700146781296
1,27,Explosive,0.999127416955875,0.08333333333333333
1,27,Flammable,0.973941497273178,0.625
1,27,Health Hazard,0.9558552305404066,0.5419753086419753
1,27,Irritant,0.7693802677243431,0.8418748215329807
1,27,Oxidizer,0.9985919682697075,0.2828282828282828
1,27,nan,0.8365691621219633,0.5039426954794438
2,27,Acute Toxic,0.9591266063779152,0.6012768427161926
2,27,Compressed Gas,0.9990480723465016,0.5
2,27,Corrosive,0.9613676027288592,0.8416002602049114
2,27,Environmental Hazard,0.9422497223544344,0.39610120282040645
2,27,Explosive,0.9991075678248453,0.08163265306122448
2,27,Flammable,0.9733063620498176,0.63264192139738
2,27,Health Hazard,0.9570442646358877,0.5620703598867772
2,27,Irritant,0.7667777248929082,0.8407798537774167
2,27,Oxidizer,0.9988894177375853,0.391304347826087
2,27,nan,0.8329366968110423,0.48939265365498846
3,27,Acute Toxic,0.9604751705537046,0.6085248477705755
3,27,Compressed Gas,0.9989290813898144,0.425531914893617
3,27,Corrosive,0.960197524988101,0.8397348878064361
3,27,Environmental Hazard,0.9448476915754402,0.3894621295279912
3,27,Explosive,0.9991670633031889,0.045454545454545456
3,27,Flammable,0.9737426622243376,0.6309921962095875
3,27,Health Hazard,0.9568657782008567,0.5445026178010471
3,27,Irritant,0.7683047755037283,0.8420298281433806
3,27,Oxidizer,0.9986712676503252,0.29473684210526313
3,27,nan,0.8358321434237664,0.4973891924711597
1,28,Acute Toxic,0.9579176995537928,0.5936422826503256
1,28,Compressed Gas,0.9991472483886961,0.5473684210526316
1,28,Corrosive,0.9602181457610313,0.8372281726712106
1,28,Environmental Hazard,0.9427863163113535,0.3968220781936023
1,28,Explosive,0.999127416955875,0.0
1,28,Flammable,0.9745562716906296,0.6417201898910919
1,28,Health Hazard,0.9561725334655429,0.5506303375355835
1,28,Irritant,0.7678929102627665,0.8415466262319939
1,28,Oxidizer,0.9986117997025286,0.3
1,28,nan,0.8387506197322756,0.502051564700839
2,28,Acute Toxic,0.9589084562906552,0.5992263056092844
2,28,Compressed Gas,0.9989687450420435,0.46938775510204084
2,28,Corrosive,0.9623988576868158,0.8460539136083144
2,28,Environmental Hazard,0.943717277486911,0.39333048311244123
2,28,Explosive,0.998988576868158,0.07272727272727272
2,28,Flammable,0.9733460257020466,0.6153405838580424
2,28,Health Hazard,0.9566674599397113,0.5495774067202639
2,28,Irritant,0.7690187212438522,0.8415869863852128
2,28,Oxidizer,0.9986910994764397,0.3125
2,28,nan,0.836684911946692,0.5095586921565124
3,28,Acute Toxic,0.9578375376804696,0.5858979353330737
3,28,Compressed Gas,0.9988497540853561,0.43137254901960786
3,28,Corrosive,0.9598603839441536,0.8389817024661893
3,28,Environmental Hazard,0.944946850706013,0.40633019674935844
3,28,Explosive,0.9993058860859908,0.14634146341463414
3,28,Flammable,0.9728105663969538,0.621584322384764
3,28,Health Hazard,0.9572227510709186,0.5531385954008701
3,28,Irritant,0.7672536887196573,0.8408936850953065
3,28,Oxidizer,0.9986514358242107,0.20930232558139536
3,28,nan,0.8328772013326987,0.4902921429867538
1,29,Acute Toxic,0.9593257312840853,0.608064207911332
1,29,Compressed Gas,0.999107585523054,0.5454545454545454
1,29,Corrosive,0.9606346058502727,0.8372283722837228
1,29,Environmental Hazard,0.9433019335647,0.38792549775208734
1,29,Explosive,0.9992464055528012,0.05
1,29,Flammable,0.973921665840357,0.629264166901607
1,29,Health Hazard,0.9556172533465543,0.5377942998760843
1,29,Irritant,0.7682102131879028,0.8414369437812025
1,29,Oxidizer,0.9986911254338126,0.2978723404255319
1,29,nan,0.8340109072880516,0.4956616052060738
2,29,Acute Toxic,0.9585713152467079,0.5988092951795659
2,29,Compressed Gas,0.9988497540853561,0.5084745762711864
2,29,Corrosive,0.9610899571632556,0.8439389118676424
2,29,Environmental Hazard,0.9444113914009202,0.4045039303165498
2,29,Explosive,0.9991075678248453,0.08163265306122448
2,29,Flammable,0.9721957797874028,0.6212857914640735
2,29,Health Hazard,0.9563303188957639,0.55800883179446
2,29,Irritant,0.7702284626368396,0.8432120818447548
2,29,Oxidizer,0.9985721085197525,0.3076923076923077
2,29,nan,0.8353363477709027,0.496574304250288
3,29,Acute Toxic,0.9586704743772807,0.5987678090103966
3,29,Compressed Gas,0.9992662224337617,0.5432098765432098
3,29,Corrosive,0.9609114707282247,0.8422063885997918
3,29,Environmental Hazard,0.9429438362684436,0.3832797427652733
3,29,Explosive,0.9990480723465016,0.07692307692307693
3,29,Flammable,0.9748929081389814,0.6349480968858131
3,29,Health Hazard,0.9576193875932096,0.5532092828768556
3,29,Irritant,0.7686419165476757,0.8414083741163676
3,29,Oxidizer,0.9988497540853561,0.3409090909090909
3,29,nan,0.8333333333333334,0.49688697318007663
1,30,Acute Toxic,0.9596232027764006,0.6093630084420568
1,30,Compressed Gas,0.9990282597917699,0.5663716814159292
1,30,Corrosive,0.9615666831928606,0.8428223844282239
1,30,Environmental Hazard,0.944174516608825,0.399658775858392
1,30,Explosive,0.9992067426871591,0.16666666666666666
1,30,Flammable,0.9737431829449678,0.6225769669327252
1,30,Health Hazard,0.9559940505701537,0.5425685425685426
1,30,Irritant,0.7669013386217154,0.84027721157766
1,30,Oxidizer,0.9986911254338126,0.3125
1,30,nan,0.8338522558254834,0.4992828113793928
2,30,Acute Toxic,0.9577383785498969,0.593398206449151
2,30,Compressed Gas,0.9990679041726163,0.5154639175257731
2,30,Corrosive,0.9610106298587974,0.842845723421263
2,30,Environmental Hazard,0.9432611454862764,0.38802139037433153
2,30,Explosive,0.9990084086942725,0.07407407407407407
2,30,Flammable,0.9741987942249722,0.6321741588917161
2,30,Health Hazard,0.9575202284626368,0.5617839607201309
2,30,Irritant,0.7686617483737903,0.841836942226079
2,30,Oxidizer,0.9984927812152943,0.3333333333333333
2,30,nan,0.8371212121212122,0.5028751286241753
3,30,Acute Toxic,0.9604355069014755,0.6079779917469051
3,30,Compressed Gas,0.9991075678248453,0.5054945054945055
3,30,Corrosive,0.960851975249881,0.8402395597280673
3,30,Environmental Hazard,0.94332064096462,0.3895771038017941
3,30,Explosive,0.9992265587815327,0.09302325581395349
3,30,Flammable,0.9725527526574647,0.6208219178082192
3,30,Health Hazard,0.9570244328097731,0.5506945884304375
3,30,Irritant,0.7696533396795177,0.8427834702689533
3,30,Oxidizer,0.9988894177375853,0.28205128205128205
3,30,nan,0.8360899571632556,0.49887831201115623
1,31,Acute Toxic,0.9585523054040654,0.602056359482102
1,31,Compressed Gas,0.999107585523054,0.6017699115044248
1,31,Corrosive,0.960892414476946,0.840890753590447
1,31,Environmental Hazard,0.9441150223103619,0.38444735692442117
1,31,Explosive,0.999127416955875,0.0
1,31,Flammable,0.9735845314823997,0.6264722378014582
1,31,Health Hazard,0.9567476450173525,0.5492870427774333
1,31,Irritant,0.7686266732771443,0.8418055348402056
1,31,Oxidizer,0.9987506197322756,0.3076923076923077
1,31,nan,0.834348041646009,0.4982881854766052
2,31,Acute Toxic,0.9590274472473426,0.5978980147917478
2,31,Compressed Gas,0.9991472314770744,0.5274725274725275
2,31,Corrosive,0.9612684435982866,0.8413871517907903
2,31,Environmental Hazard,0.9423290496588926,0.38101319710515114
2,31,Explosive,0.9992265587815327,0.09302325581395349
2,31,Flammable,0.974119466920514,0.6369958275382476
2,31,Health Hazard,0.955973346025702,0.5439605587510271
2,31,Irritant,0.7692567031572267,0.8425553796397787
2,31,Oxidizer,0.9986117721719816,0.2708333333333333
2,31,nan,0.836427098207203,0.5009680542110359
3,31,Acute Toxic,0.9599397112486118,0.6107899807321773
3,31,Compressed Gas,0.9990679041726163,0.4835164835164835
3,31,Corrosive,0.9607528161193083,0.8406730536993801
3,31,Environmental Hazard,0.9428248453117563,0.3997501561524047
3,31,Explosive,0.9990877359987308,0.11538461538461539
3,31,Flammable,0.9732072029192448,0.6237816764132553
3,31,Health Hazard,0.9570839282881167,0.5502909393183707
3,31,Irritant,0.7684832619387593,0.8413772487635197
3,31,Oxidizer,0.9986712676503252,0.30927835051546393
3,31,nan,0.8375575122957322,0.5010659682036913
1,32,Acute Toxic,0.9584134853743183,0.5974275292762526
1,32,Compressed Gas,0.9989092711948439,0.4954128440366973
1,32,Corrosive,0.9605354486861676,0.8381850707432102
1,32,Environmental Hazard,0.94135845314824,0.38021379165793334
1,32,Explosive,0.9991670798215171,0.125
1,32,Flammable,0.9750917203767973,0.6495535714285714
1,32,Health Hazard,0.9568468021814576,0.551525144270404
1,32,Irritant,0.7686266732771443,0.8417883731337211
1,32,Oxidizer,0.9984134853743183,0.1836734693877551
1,32,nan,0.8343282102131879,0.49613992762364295
2,32,Acute Toxic,0.9600983658575282,0.6088646967340591
2,32,Compressed Gas,0.9991868951293035,0.5684210526315789
2,32,Corrosive,0.9613874345549738,0.8440028843842641
2,32,Environmental Hazard,0.9442329049658893,0.39500860585197933
2,32,Explosive,0.9991472314770744,0.0
2,32,Flammable,0.974297953355545,0.6275862068965518
2,32,Health Hazard,0.9559931778518166,0.5429454170957776
2,32,Irritant,0.7683047755037283,0.8420853439303624
2,32,Oxidizer,0.9988695859114707,0.32941176470588235
2,32,nan,0.8353760114231319,0.4946734035429476
3,32,Acute Toxic,0.9585514834205934,0.6003824091778203
3,32,Compressed Gas,0.9991472314770744,0.5168539325842697
3,32,Corrosive,0.9607924797715374,0.8408084386826636
3,32,Environmental Hazard,0.9442130731397748,0.39648144175069727
3,32,Explosive,0.9990679041726163,0.14545454545454545
3,32,Flammable,0.9720569570046009,0.6182606339745327
3,32,Health Hazard,0.9560923369823894,0.5479787668436097
3,32,Irritant,0.7691377122005394,0.8416384388306194
3,32,Oxidizer,0.9987902586070125,0.35789473684210527
3,32,nan,0.8349992067269554,0.5009596928982726
1,33,Acute Toxic,0.959167079821517,0.6134785057255491
1,33,Compressed Gas,0.9991472483886961,0.5904761904761905
1,33,Corrosive,0.960892414476946,0.8398830789217279
1,33,Environmental Hazard,0.9435597421913733,0.39805414551607443
1,33,Explosive,0.999127416955875,0.12
1,33,Flammable,0.9729300941993059,0.6096654275092936
1,33,Health Hazard,0.9559147248388696,0.5404176142236924
1,33,Irritant,0.7673376301437779,0.8405111473626972
1,33,Oxidizer,0.9985721368368865,0.18181818181818182
1,33,nan,0.8333564700049578,0.49406948040219156
2,33,Acute Toxic,0.9598207202919244,0.6088803088803089
2,33,Compressed Gas,0.9988100904331271,0.3181818181818182
2,33,Corrosive,0.961645248294463,0.8445587526121202
2,33,Environmental Hazard,0.9433603046168492,0.37395879000438403
2,33,Explosive,0.9992860542598763,0.0
2,33,Flammable,0.9738814850071394,0.6287003101212292
2,33,Health Hazard,0.9572227510709186,0.5579012092641935
2,33,Irritant,0.7685824210693321,0.8421764475161286
2,33,Oxidizer,0.9987902586070125,0.3838383838383838
2,33,nan,0.837081548468983,0.4975842456118892
3,33,Acute Toxic,0.958174678724417,0.583941605839416
3,33,Compressed Gas,0.9991075678248453,0.5794392523364486
3,33,Corrosive,0.9609511343804538,0.840863169805221
3,33,Environmental Hazard,0.943717277486911,0.40328006728343146
3,33,Explosive,0.9990084086942725,0.07407407407407407
3,33,Flammable,0.9729493891797557,0.6229961304588171
3,33,Health Hazard,0.9559535141995875,0.5455289543687334
3,33,Irritant,0.7667777248929082,0.8400696295490399
3,33,Oxidizer,0.9986712676503252,0.33663366336633666
3,33,nan,0.833392828811677,0.500208221785948
1,34,Acute Toxic,0.9588894397620228,0.5912048905541314
1,34,Compressed Gas,0.9990282597917699,0.4235294117647059
1,34,Corrosive,0.9613882002974715,0.8442026086260702
1,34,Environmental Hazard,0.9417749132374814,0.385002094679514
1,34,Explosive,0.9992860684184433,0.1
1,34,Flammable,0.9741596430342092,0.6316087079445858
1,34,Health Hazard,0.9577392166584036,0.5516515884704397
1,34,Irritant,0.7707882994546356,0.8436460052487758
1,34,Oxidizer,0.9987506197322756,0.35051546391752575
