k,n,output,accuracy,f1score
1,13,Health Hazard,0.957183936539415,0.5486096592097011
1,13,Irritant,0.7689241447694596,0.841469387755102
1,13,Oxidizer,0.9985523054040655,0.3177570093457944
1,13,nan,0.8378780366881508,0.5130160243045213
2,13,Acute Toxic,0.9588687926384262,0.6019193857965451
2,13,Compressed Gas,0.9990679041726163,0.5436893203883495
2,13,Corrosive,0.9608123115976519,0.8422229319706164
2,13,Environmental Hazard,0.9428050134856417,0.3941176470588235
2,13,Explosive,0.9993455497382199,0.1951219512195122
2,13,Flammable,0.9739211486593685,0.6364390378766934
2,13,Health Hazard,0.9566872917658258,0.5577156743620899
2,13,Irritant,0.7670553704585118,0.840978013646702
2,13,Oxidizer,0.998770426780898,0.27906976744186046
2,13,nan,0.8357528161193083,0.49264886057338886
3,13,Acute Toxic,0.9587696335078534,0.60164782525388
3,13,Compressed Gas,0.9989687450420435,0.44680851063829785
3,13,Corrosive,0.9613676027288592,0.8404586404586405
3,13,Environmental Hazard,0.9420712359194034,0.3823218439416367
3,13,Explosive,0.9990084086942725,0.07407407407407407
3,13,Flammable,0.9746350943994923,0.6385984741452387
3,13,Health Hazard,0.9560328415040457,0.54671846248211
3,13,Irritant,0.7672140250674282,0.8409916011920888
3,13,Oxidizer,0.9986514358242107,0.24444444444444444
3,13,nan,0.8343050928129462,0.4946470694973689
1,14,Acute Toxic,0.9599801685671789,0.605859375
1,14,Compressed Gas,0.9991869112543381,0.49382716049382713
1,14,Corrosive,0.9608329201784829,0.8414291449217182
1,14,Environmental Hazard,0.943242439266237,0.38557320738514383
1,14,Explosive,0.999127416955875,0.08333333333333333
1,14,Flammable,0.9730689142290531,0.62109375
1,14,Health Hazard,0.9574814080317303,0.5488215488215489
1,14,Irritant,0.7714229053049083,0.8434350294764867
1,14,Oxidizer,0.9983738225086762,0.22641509433962265
1,14,nan,0.8376598909271195,0.5082892839980778
2,14,Acute Toxic,0.9600587022052991,0.6143240137878208
2,14,Compressed Gas,0.9990282405203871,0.608
2,14,Corrosive,0.9618039029033794,0.8415336514727662
2,14,Environmental Hazard,0.9441734094875456,0.40997694403688956
2,14,Explosive,0.9993257179121053,0.15
2,14,Flammable,0.9729097255275265,0.6169377453729669
2,14,Health Hazard,0.9572624147231477,0.5515088449531738
2,14,Irritant,0.7661431064572426,0.8400954653937948
2,14,Oxidizer,0.9990679041726163,0.3561643835616438
2,14,nan,0.8328970331588132,0.49647424405402174
3,14,Acute Toxic,0.9586506425511662,0.601109623110771
3,14,Compressed Gas,0.9991472314770744,0.5473684210526316
3,14,Corrosive,0.96067348881485,0.8425815670397714
3,14,Environmental Hazard,0.944371727748691,0.4028103044496487
3,14,Explosive,0.9990084086942725,0.10714285714285714
3,14,Flammable,0.9745755989211486,0.637648388920294
3,14,Health Hazard,0.9552792321116929,0.5480056123471637
3,14,Irritant,0.7677891480247501,0.8414381474710543
3,14,Oxidizer,0.9986117721719816,0.375
3,14,nan,0.8378153260352214,0.499203919167177
1,15,Acute Toxic,0.9598611799702529,0.6028257456828885
1,15,Compressed Gas,0.9990282597917699,0.4842105263157895
1,15,Corrosive,0.9613485374318295,0.841737718229801
1,15,Environmental Hazard,0.943262270699058,0.39424094854965064
1,15,Explosive,0.999107585523054,0.0425531914893617
1,15,Flammable,0.9736440257808626,0.6227646891853534
1,15,Health Hazard,0.9564303420922161,0.5439069960556363
1,15,Irritant,0.7687059990084284,0.8418254560249542
1,15,Oxidizer,0.9988497768963808,0.30952380952380953
1,15,nan,0.8354982647496282,0.4974859150663355
2,15,Acute Toxic,0.9586308107250515,0.6046247156937073
2,15,Compressed Gas,0.9991273996509599,0.5319148936170213
2,15,Corrosive,0.9600587022052991,0.838050820199421
2,15,Environmental Hazard,0.9443122322703474,0.39768339768339767
2,15,Explosive,0.999206726955418,0.09090909090909091
2,15,Flammable,0.9734055211803903,0.6246851385390428
2,15,Health Hazard,0.9567864508963986,0.5517383254474388
2,15,Irritant,0.7643582421069333,0.8384895606785558
2,15,Oxidizer,0.9985126130414088,0.25742574257425743
2,15,nan,0.8344835792479771,0.4989193083573487
3,15,Acute Toxic,0.9574210693320641,0.5823769694611943
3,15,Compressed Gas,0.9991273996509599,0.5769230769230769
3,15,Corrosive,0.9609114707282247,0.8410612047415531
3,15,Environmental Hazard,0.9425670315722672,0.3869602032176122
3,15,Explosive,0.9991273996509599,0.08333333333333333
3,15,Flammable,0.9743971124861177,0.6432716219950263
3,15,Health Hazard,0.9565484689830239,0.5572842998585573
3,15,Irritant,0.7696335078534031,0.8428146143437077
3,15,Oxidizer,0.9987307631286689,0.37254901960784315
3,15,nan,0.836466761859432,0.4981132075471698
1,16,Acute Toxic,0.9607139315815567,0.6214408561054844
1,16,Compressed Gas,0.9989489340604859,0.4536082474226804
1,16,Corrosive,0.9623599405057015,0.8442474971278516
1,16,Environmental Hazard,0.9441150223103619,0.40144435004248086
1,16,Explosive,0.9990480912245909,0.07692307692307693
1,16,Flammable,0.9734457114526525,0.6207873123760974
1,16,Health Hazard,0.9564105106593952,0.5575684380032206
1,16,Irritant,0.7696380763510163,0.8422467881685091
1,16,Oxidizer,0.9987109568666336,0.2696629213483146
1,16,nan,0.8368071393158155,0.5094485842026826
2,16,Acute Toxic,0.9581151832460733,0.5955572577556492
2,16,Compressed Gas,0.9990282405203871,0.5148514851485149
2,16,Corrosive,0.9606536569887355,0.8402576489533011
2,16,Environmental Hazard,0.9437371093130256,0.4085887012716281
2,16,Explosive,0.9991472314770744,0.044444444444444446
2,16,Flammable,0.9743971124861177,0.6362355593124824
2,16,Health Hazard,0.9571830874186895,0.5499270377319158
2,16,Irritant,0.7684435982865302,0.8417843301986504
2,16,Oxidizer,0.998770426780898,0.3541666666666667
2,16,nan,0.8360304616849119,0.4946828016134947
3,16,Acute Toxic,0.9597413929874663,0.6032056293979672
3,16,Compressed Gas,0.9991670633031889,0.5882352941176471
3,16,Corrosive,0.9604751705537046,0.8407765439002955
3,16,Environmental Hazard,0.9438164366174837,0.3934917576536074
3,16,Explosive,0.999206726955418,0.047619047619047616
3,16,Flammable,0.9726519117880374,0.6200055111600992
3,16,Health Hazard,0.9564493098524512,0.5466556564822461
3,16,Irritant,0.7657464699349517,0.8399588109367802
3,16,Oxidizer,0.9986910994764397,0.36538461538461536
3,16,nan,0.8329366968110423,0.49081237911025144
1,17,Acute Toxic,0.9586316311353495,0.6037234042553191
1,17,Compressed Gas,0.9991670798215171,0.5333333333333333
1,17,Corrosive,0.9605156172533466,0.839938901840984
1,17,Environmental Hazard,0.9452255825483391,0.3875831485587583
1,17,Explosive,0.9990480912245909,0.07692307692307693
1,17,Flammable,0.9740009915716411,0.6276625958534507
1,17,Health Hazard,0.9573624194348042,0.552828618968386
1,17,Irritant,0.7667030242935052,0.8406868719698817
1,17,Oxidizer,0.9986911254338126,0.34
1,17,nan,0.8336737729300941,0.49350806208104353
2,17,Acute Toxic,0.9591662700301444,0.6024329021046534
2,17,Compressed Gas,0.9987109313025544,0.4247787610619469
2,17,Corrosive,0.9617047437728066,0.8435043358456925
2,17,Environmental Hazard,0.9425670315722672,0.3936348408710218
2,17,Explosive,0.9991472314770744,0.1568627450980392
2,17,Flammable,0.9742781215294304,0.6410185441461389
2,17,Health Hazard,0.9562509915913058,0.5512611879576892
2,17,Irritant,0.7681262890686974,0.8412275936990766
